stock,,
Product Name,Product SKU,Barcode
حلاوة طرية النحلة 400 جم,6281041226619,6281041226619
حلاوة طعمة 1 كيلو,6281100251194,6281100251194
حلاوة طعمه بالشكولاته 500 جم,6281100250623,6281100250623
حلاوة طعمه بالفستق 500 جم,6281100250456,6281100250456
حلاوة طعمه سادة 250 جم,6281100251118,6281100251118
حلاوة طعمه سادة 12 * 250 جم,6281100255116,6281100255116
حلاوة طعمه سادة 2 كجم,6281100251156,6281100251156
حلاوة طعمه سادة 3 كجم,6281100251071,6281100251071
حلاوة طعمه سادة صغير 24 * 500 مل,6281100255161,6281100255161
حلاوة طعمه شعر 250 جم,6281100250326,6281100250326
حلاوة طعمه شعر 500 جم,6281100250319,6281100250319
حلاوة طغمة 250 جم,6281100251132,6281100251132
حلاوة علبة 500 جم,6253350102267,6253350102267
حلاوة غندور كرز 130 * 9 جم,6281004321023,6281004321023
حلاوة قطن,6281127089961,6281127089961
حلاوة قطن الورده 20 جم,577455383,577455383
حلاوة قهوة 540 جم,6921078502040,6921078502040
حلاوة قهوة,8886001200272,8886001200272
حلاوة قهوة شد 36,8850580200398,8850580200398
حلاوة كافي برطمان 200 جم,8991002307261,8991002307261
حلاوة كافي برطمان 6 * 200 جم,18991002307268,18991002307268
حلاوة كريمر كراميل 24 جم,6291003078804,6291003078804
حلاوة كريمر كراميل 24 * 24 جم,6291003078811,6291003078811
حلاوة كنوز 1400 جم,6287001544540,6287001544540
حلاوة كنوز 1400جم شد6,6287001544557,6287001544557
حلاوة كوبيكو كابتشينو 15 جم,8850580200404,8850580200404
حلاوة كوبيكو كابتشينو 36 * 15 جم,8850580200374,8850580200374
حلاوة كوبيكو كيس سادا 150 جم,8850580200244,8850580200244
حلاوة كوبيكو كيس سادا 150 جم,8886001200197,8886001200197
حلاوة كوين ديلفت 150 جم,4014600202593,4014600202593
حلاوة كيس,8000017110329,8000017110329
حلاوة ماجيك علبه 700 جم,8690997134325,8690997134325
حلاوة ماجيك علبه 700 جم,8690997134349,8690997134349
حلاوة ماجيك علبه 700 جم,8690997134592,8690997134592
حلاوة ماجيك علبه 700 جم,8690997134608,8690997134608
حلاوة مارشملو,6210149098774,6210149098774
حلاوة مارشملو عيدان,6210149108817,6210149108817
حلاوة مارشملو فانيلا 150 جم,4800029012567,4800029012567
حلاوة مارشملو فانيلا 12 * 150 جم,14800029012564,14800029012564
حلاوة مارشميلو فراولة 150 جم,6939009689876,6939009689876
حلاوة ماكنتوش 600 جم,7613034233929,7613034233929
حلاوة ماكنتوش علبة 375 جم,6294003568382,6294003568382
حلاوة ماكنتوش علبة 6  *  375 جم,6294003568412,6294003568412
حلاوة مصاص  1 كيلو,776992231028,776992231028
حلاوة مصاص  فله 50 حبة,6210149085316,6210149085316
حلاوة مصاص  فله 50 حبة,6210149074327,6210149074327
حلاوة مصاص  فله 50 حبة,6210149074648,6210149074648
حلاوة مصاص  فله 50 حبة,6210149085361,6210149085361
حلاوة مصاص 1 كيلو,776992552123,776992552123
حلاوة مصاص 1.8 كجم,7702174062886,7702174062886
حلاوة مصاص علب,6925374504579,6925374504579
حلاوة مصاص علب 24 حبة,6925374504562,6925374504562
حلاوة مصاص جمندور 40 حبة * 9 جم,6281004032523,6281004032523
حلاوة مصاص غندور 48 حبة,5281028851521,5281028851521
حلاوة مصاص قهوة 800 جم,8886001026186,8886001026186
حلاوة مصاص لوكي بوب فراولة 18 جم,6923353921485,6923353921485
حلاوة مصاص لوكي بوب فراولة 48 * 18 جم,6923353921478,6923353921478
حلاوة مصاص لولو فواكه 1 كجم,6253350102229,6253350102229
حلاوة مصاص لولو فواكه 6 * 1 كجم,6253350102335,6253350102335
حلاوة ملبسات ملونة  250 جم,6928961203176,6928961203176
حلاوة ممتاز حلواني سادة نخلة  3 كجم,6281041010416,6281041010416
حلاوة منتوس توتي فروتي 29 جم,8990800015316,8990800015316
حلاوة منتوس توتي فروتي 24 * 29 جم,8990800015323,8990800015323
حلاوة منتوس فراولة 29 جم,8990800015286,8990800015286
حلاوة منتوس فراولة  24 * 29 جم,8990800015293,8990800015293
حلاوة منتوس فواكة مشكل 29 جم,8990800015255,8990800015255
حلاوة منتوس فواكة مشكل 24 * 29 جم,8990800015262,8990800015262
حلاوة نظارة الوثبة 40 قطعه,6281104200617,6281104200617
حلاوة هوت دوك,6952201706028,6952201706028
حلاوة هوت دوك شد24,6952201706011,6952201706011
حلاوة هولز بالليمون الاخضر 9 قطع,7622210722423,7622210722423
حلاوة هولز بالليمون الاخضر 20 * 9 قطع,7622210722409,7622210722409
حلاوة هولز بالنعناع 9 قطع,7622210609779,7622210609779
حلاوة هولز بالنعناع 20 * 9 قطع,7622210609809,7622210609809
حلاوة هولز بنكهة الكرز 9 قطع,7622210609724,7622210609724
حلاوة هولز بنكهة الكرز 20 * 9 قطع,7622210609731,7622210609731
حلاوه طحينية ابو جمل 4 كجم,6281100250951,6281100250951
حلاوه كوفيكس 1000 جم,8693029040434,8693029040434
حلاوه كونشيز 400 جم,9501034234122,9501034234122
حلاوه مصاص اكسترا ديمه 400 جم,776992221012,776992221012
حلاوه مصاص ديمه علبه 1 كيلو,776992211037,776992211037
حلاوه نظاره 40 حبه,6281100700029,6281100700029
حلبة نجمة سوبر 100 جم,6287005531171,6287005531171
حلبة وادي النحل 60 جم,6223000811146,6223000811146
حلقوم رمان تركي 400 جم,8681414010261,8681414010261
حلقوم فستق تركي 400 جم,8681414010339,8681414010339
حلقوم فستق جوز الهند تركي 400 جم,8681414002624,8681414002624
حلقوم لوز تركي 400 جم,8681414002600,8681414002600
حلاوه سمسمية,6254000315143,6254000315143
حلاوه سمسمية,6254000315204,6254000315204
حلاوه سمسمية 24 حبة,6254000315358,6254000315358
حلاوه بارشمولوز 13 جم,6923634951095,6923634951095
حلاوه بارشمولوز 24 * 13 جم,6923634951101,6923634951101
حلاوه بو نظارة العلي 320 جم,6281100700999,6281100700999
حلاوه بيترو بطعم الزبدة 1 كجم,6224000498146,6224000498146
حلاوه بيترو شوكولاته 1 كجم,6253350103516,6253350103516
حلاوه رويال ماستربيس 245 جم,4823085715906,4823085715906
حلاوه علك ستاربورست فواكه مشكلة 45 جم,90111334,90111334
حلاوه علك ستاربورست فواكه مشكلة 24 * 45 جم,4009900498173,4009900498173
حلاوه بالكوب بيتى كوكر 270 جم,6291105691185,6291105691185
حلويات بورقات,6281100304500,6281100304500
حلويات بورقات 40 حبة,6281100304531,6281100304531
حلويات حنان العربي مشكل,6287017820089,6287017820089
حلى بالكوب  كيك بالشوكلاتة الثلاثية 255 جم,6291105691161,6291105691161
حلى بالكوب  كيك بالشوكلاتة الثلاثية 12 * 255 جم,16291105691168,16291105691168
حلى فانيليا نادك 4 * 75 جم --- مجانا,6281057001828,6281057001828
يسكويت كيك انادا 100 جم,8699141157517,8699141157517
ويفر هيروستار برطمان 10 جم,6281105682979,6281105682979
ويفر هيروستار برطمان 60 * 10 جم,6281106440509,6281106440509
ويفر بيسكادي شكولاته 115 جم,5200133120162,5200133120162
ويفر بيسكادي كابتشينو 115 جم,5200133120155,5200133120155
ويفر ديمة بوند بندق 30 جم,776992002369,776992002369
ويفر ديمة بوند بندق 12 * 30 جم,776992028239,776992028239
ويفر ديمة بوند شكولاته 30 جم,776992006473,776992006473
ويفر ديمة بوند شكولاته 12 * 30 جم,776992087236,776992087236
ويفر ديمة بوند شكولاته 12 * 12 * 30 جم,776992038238,776992038238
ويفر ديمة بوند فراولة 30 جم,776992003472,776992003472
ويفر ديمة بوند فراولة 12 * 12 * 30 جم,776992097235,776992097235
ويفر رول ميموريز 80 جم,6281016903781,6281016903781
ويفر سفاري كراميل بشوكلاتة الحليب 28 جم,6281004761034,6281004761034
ويفر سفاري كراميل بشوكلاتة الحليب 28 جم,6281004169427,6281004169427
ويفر سويت بلس بجوز الهند 65 جم,3800065783101,3800065783101
ويفر سويت بلس بجوز الهند 12 * 65 جم,3800065783385,3800065783385
ويفر سويت بلس ريدو 80 جم,3800065781145,3800065781145
ويفر سويت بلس ريدو 12 * 80 جم,3800065783378,3800065783378
ويفر سويت بلس ريدو بالبندق 25 جم,3800065781596,3800065781596
ويفر سويت بلس ريدو بالبندق 12 * 25 جم,3800065783446,3800065783446
ويفر سويت بلس ريدو بالشكولاته والحليب 40 جم,3800065783453,3800065783453
ويفر سويت بلس ريدو بالشكولاته والحليب 24 * 40 جم,3800065783460,3800065783460
ويفر سويت بلس فافل ايس بالبندق 125 جم,3800065781688,3800065781688
ويفر سويت بلس فافل ايس بالبندق 12 * 125 جم,3800065757874,3800065757874
ويفر لواكر بالشكولاته 100 جم,8000380003754,8000380003754
ويفر لواكر بندق شطة  125 جم,8000380005918,8000380005918
ويفر لواكر تيراميسو بالشطة 110 جم,8000380140541,8000380140541
ويفر لواكر كبير 200 جم,8000380004669,8000380004669
ويفر لواكر كبير 200 جم,8000380004676,8000380004676
ويفر لواكر كبير 18 * 200 جم,2000023,2000023
ويفر مثلثات 25 جم,6281100720133,6281100720133
ويفر مثلثات 32 * 25 جم,6281100720140,6281100720140
ويفر مستر علب 400 جم,8691066111612,8691066111612
ويفر مستر علب 12 * 400 جم,8691066111629,8691066111629
ويفر مستر علب 120 جم,8691066111643,8691066111643
ويفر مينو مربع 12 * 38 جم,3850102720521,3850102720521
ويفر مينو مربع 12 * 24 * 38 جم,3850102720538,3850102720538
ويفر مينو مربعات 12 * 38 جم,3850102758906,3850102758906
ويفر مينو مربعات 24  * 12 * 38 جم,3850102758913,3850102758913
ويفر مينو نوغا بالبندق 38 جم,3850102323036,3850102323036
ويفر مينو نوغا بالبندق 30 * 38 جم,3850102717378,3850102717378
ويفر مينو نوغا بالبندق 8 * 30 * 38 جم,3850102953141,3850102953141
ولكر ديلوكس بالبندق 40 جم,6281100354215,6281100354215
ولكر ديلوكس بالبندق 24 * 40 جم,6281100354222,6281100354222
هوبي ويفر اولكر,6281105470088,6281105470088
هوبي ويفر اولكر 24 حبة,6281105470095,6281105470095
هالي اولكر بسكويت,6223003806217,6223003806217
هالي اولكر بسكويت,6223003807214,6223003807214
هرشي توفي 4250 جم,345110,345110
هرشي رقائق شوكلاتة بالحليب 275 جم,6942836713232,6942836713232
هرشي رقائق شوكلاتة بالحليب 12 * 275 جم,16942836713239,16942836713239
هرشي سائل كراميل 623 جم,3436602,3436602
هرشي سائل كراميل 6 * 623 جم,34000351138,34000351138
هرشي شوكلاتة بالحليب والبسكويت 40 جم,753854500065,753854500065
هرشي شوكلاتة بالحليب والبسكويت 24 * 40 جم,753854500058,753854500058
هرشي شوكلاتة بيضاء بالبسكويت 40 جم,753854500089,753854500089
هرشي شوكلاتة بيضاء بالبسكويت 24 * 24 جم,753854500072,753854500072
هرشي فراولة سائل 650 جم,343180,343180
هرشي كلاسس شوكلاته بالحليب 226 جم,34000132010,34000132010
هرشي كلاسس شوكلاته بالحليب 226 جم,34000132294,34000132294
ميني رول نحول بالفانيلا 23 جم,6281123036433,6281123036433
ميني رول نحول بالفانيلا 12 * 23 جم,6281123056431,6281123056431
ميني كروسان لوزين 154 جم,6281007044851,6281007044851
ميني كيك رول انفيتي 25 جم,8692806025626,8692806025626
ميني كيك رول انفيتي 24 * 25 جم,8692806125623,8692806125623
ميستر كرسبس خواتم,6291028005021,6291028005021
ملبسات الشكولاته بالحليب 14 حبة,6287011120079,6287011120079
ملبسات الشكولاته بالحليب,6287011120048,6287011120048
دانيت 100 جم,6281022180145,6281022180145
دانيت الصافي 125جم,6281022102246,6281022102246
دانيت الصافي بالفستق 75 جم,6281022102895,6281022102895
دانيت براوني 90 جم,6281022102123,6281022102123
دانيت بسكويت,6281022102925,6281022102925
دانيت بسكويت 3 + 1 مجانا,6281022107630,6281022107630
دانيت بسكويت 35%,6281022102888,6281022102888
دانيت بسكويت 7+1 * 80 جم,6281022107296,6281022107296
دانيت بسكويت حلى,6281022107036,6281022107036
دانيت بنكهة حلاوة قطن 3 + 1 مجانا,6281022109139,6281022109139
دانيت جراند فانيليا حلى,6281022107012,6281022107012
دانيت حلاوة قطن 7 + 1 مجانا,6281022109160,6281022109160
دانيت حلاوة قطن 75 جم,6281022109115,6281022109115
دانيت دوبليت فانيليا,6281022102048,6281022102048
دانيت شكولاتة بسكويت 96 جم عرض,6281022109399,6281022109399
دانيت شكولاتة و كراميل 90جم,6281022102130,6281022102130
دانيت شوكلا 35%,6281022102864,6281022102864
دانيت شوكلاتة  132 جم,6281022102604,6281022102604
دانيت شوكلاته بسكويت 96 جم,6281022107531,6281022107531
دانيت شوكولاتة  134 جم,6281022107050,6281022107050
دانيت شوكولاتة مع البندق 90جم,6281022102093,6281022102093
دانيت شوكولاته 75 جم,6281022102901,6281022102901
دانيت شيكولاته 140 جم,6281022107029,6281022107029
دانيت شيكى 4 حبة شوكلاته,6281022102789,6281022102789
دانيت شيكى فانيلا 4 حبة,6281022102796,6281022102796
دانيت صافيو توت 75 جم,6281022151039,6281022151039
دانيت صافيو توت 4 * 75 جم,6281022151084,6281022151084
دانيت صافيو خوخ مشمش 75 جم,6281022151053,6281022151053
دانيت صافيو خوخ مشمش 4 * 75 جم,6281022151107,6281022151107
دانيت صافيو فراولة 75 جم,6281022151046,6281022151046
دانيت صافيو فراولة  4 * 75 جم,6281022151091,6281022151091
دانيت فانيلا 3 + 1 مجانا,6281022107623,6281022107623
دانيت فانيليا,6281022102871,6281022102871
دانيت فانيليا 7 + 1 مجانا,6281022107289,6281022107289
دانيت فانيليا 75 جم,6281022102918,6281022102918
دانيت فانيليا بالبسكويت 96 جم,6281022107548,6281022107548
دانيت فراولة,6281022102949,6281022102949
دانيت فراولة 3 + 1 مجانا,6281022107647,6281022107647
دانيت كراميل 7 + 1 مجانا -- عرض,6281022103854,6281022103854
دانيت كريم كراميل 3 + 1 مجانا,6281022103113,6281022103113
دانيت كريم كراميل 80 جم,6281022103816,6281022103816
دانيت كوكى بسكويت 90 جم,6281022102086,6281022102086
دانيت كوكى فانليا 90 جم,6281022102062,6281022102062
دانيت مهلبية حلي 140 جم,6281022107043,6281022107043
دونات  كيك تريتو 50 جم,776992057031,776992057031
دونات  كيك تريتو 24 * 50 جم,776992015529,776992015529
دونات كيك بكريمة الشوكلاتة تريتو 12 * 50 جم,776992062332,776992062332
دونات كيك بكريمة الشوكلاتة تريتو 12 * 12 * 50 جم,776992028338,776992028338
ديري ميلك اوريو 188 جم,7622210942425,7622210942425
ديري ميلك اوريو 12 * 188 جم,7622210942449,7622210942449
ديليسيو باربكيو مدخن 532 مل,9501066902099,9501066902099
ديمبة كعكة كراميل 42 جم,8681695318605,8681695318605
ديمبة كعكة كراميل 24 * 42 جم,8681695318612,8681695318612
روست كريمة شوكلاتة الحليب,8934680026086,8934680026086
روشية مربع ملون 269 جم,8000500178669,8000500178669
رولز كيك امريكانا شكولاته 6 قطع,6281033302062,6281033302062
رولز كيك امريكانا شكولاته 24 * 6 قطع,6281033503995,6281033503995
رولز كيك امريكانا فانيليا 6 قطع,6281033302017,6281033302017
رولز كيك امريكانا فانيليا 24 * 6 قطع,6281033503964,6281033503964
ريسيس شوكولاتة 40 *51  جم,34000440870,34000440870
رينجو بندق وشوكلاتة 16 جم,6281016901213,6281016901213
رينجو بندق وشوكلاتة 12 * 16 جم,6281016011257,6281016011257
رينجو تيشوب أصابع,6281016310213,6281016310213
رينجو تيشوب أصابع,6281016902623,6281016902623
رينجو تيشوب أصابع 12 حبة,6281016310220,6281016310220
رينجو تيشوب أصابع 12 حبة,6281016901220,6281016901220
رينجو تيشوب بالشكولاته 12 * 24 جم,6281016310114,6281016310114
رينجو تيشوب بالشكولاته 12 * 24 جم,6281016310121,6281016310121
زيفو جوز الهند 115 جم,3800065718523,3800065718523
زيفو جوز الهند 12 * 115 جم,2000030,2000030
زيفو شوكلاتة 12 * 115 جم,2000031,2000031
زيفو فراولة 115 جم,3800065718707,3800065718707
زيفو فراولة 12 * 115 جم,2000032,2000032
زينة كيك الزهور 150 جم,6191540012517,6191540012517
زينة كيك الزهور 150 جم,6191540012555,6191540012555
زينة كيك الزهور 150 جم,6191540012586,6191540012586
سكيتيلز بنكة الفواكة 38 جم,4011100156364,4011100156364
سكيتيلز بنكة الفواكة 14 * 38 جم,4009900456630,4009900456630
سكيتيلز حامض 38 جم,5000159376792,5000159376792
سكيتيلز حامض 14 * 38 جم,4009900456647,4009900456647
سنكرس الاصفر 50.5 جم,40000546856,40000546856
سنكرس الاصفر 18 * 50.5 جم,40000546863,40000546863
سنكرس بيتس اكياس 119 جم,5000159504256,5000159504256
سنكرس بيتس اكياس 9 * 119 جم,5000159504249,5000159504249
سنوتش حلاوه بالشكولاته فونتي مكسي 70 جم,6287012390112,6287012390112
سويتز باوند كيك ماربل عائلي,6281123055199,6281123055199
سويتز شريحة بالفواكه,6281123034118,6281123034118
سويتز شيل بالملح,6281123031759,6281123031759
سويتز شيل عادي,6281123031735,6281123031735
سويتز فان باستري,6281123034057,6281123034057
سويتز كعك الجبل,6281123034194,6281123034194
سويتز كعك الحفلة,6281123033227,6281123033227
سويتز كعك الكاس الصغير,6281123033173,6281123033173
سويتز كعك المرح,6281123033739,6281123033739
سويتز كعك ماديره,6281123034200,6281123034200
سويتز كيك العائلة  بالشكولاته,6281123055182,6281123055182
سويتز كيك العائلة بالفانيلا,6281123055175,6281123055175
سويتز ميني رول شكولاته,6281123036358,6281123036358
سويتز ميني رول فراولة,6281123036365,6281123036365
سويتزميني كيك رول شوكولاتة,6281123036372,6281123036372
سويس رول بحشوة الفانيلا 240غ,6281183001716,6281183001716
سويس رول لوزين بالفانيلا 12 * 20 جم,6281183001631,6281183001631
سويس رول لوزين برتقال 38 جم,6281007049153,6281007049153
سويس رول لوزين برتقال 10 * 38 جم,6281007049160,6281007049160
سويس رول لوزين شكولاته 12 * 20 جم,6281183001594,6281183001594
سينوا بالشكلاته معلقه 14 جم,6294005000125,6294005000125
سينوا بالشكلاته معلقه 72 * 14 جم,6294005000132,6294005000132
شرائح كيك الفواكه يومي 70 جم,6281100361176,6281100361176
شرائح كيك بالزبدة صباحو 90 جم,6281123034279,6281123034279
شكوبل 100 جم,7610062041809,7610062041809
شكولاتة البندق,6281103151910,6281103151910
شكولاتة عيدان,8697428015499,8697428015499
شكولاتة قوديفا,8690504153733,8690504153733
شكولاتة كوديفا بالبندق 30 جم,8690504153856,8690504153856
شكولاته كوديفا بالبندق 12 * 30 جم,8690504957836,8690504957836
شكولاته كيس 1 كجم,8000017151384,8000017151384
شكولاته 36 غ,5900394006167,5900394006167
شكولاته 36 * 36 غ,5900394006174,5900394006174
شكولاته 18 غ,5900394007492,5900394007492
شكولاته 60 * 18 غ,5900394007508,5900394007508
شكولاته اصابع كوارتو 17 جم,6194005401611,6194005401611
شكولاته اصابع كوارتو 24 * 17 جم,6194005401710,6194005401710
شكولاته اصابع كوارتو 23 جم,6191544100357,6191544100357
شكولاته اصابع كوارتو 24 * 23 جم,6191544100364,6191544100364
شكولاته اكس بلوذ,6191544100760,6191544100760
شكولاته اكس بلوذ 24 حبة,6191544100777,6191544100777
شكولاته البيضة سوبرمان 2 حبة,6210140010812,6210140010812
شكولاته المونتي 350 جم,67312002306,67312002306
شكولاته الواح كرميل 27 جم,5010975088298,5010975088298
شكولاته الواح كرميل 48 * 27 جم,5010975050035,5010975050035
شكولاته ام اند امز 180 جم,40000488064,40000488064
شكولاته ام اند امز اكياس 45 جم,405230,405230
شكولاته ام اند امز اكياس 24 * 45 جم,40000486459,40000486459
شكولاته ام اند امز تيوب,405180,405180
شكولاته ام اند امز تيوب 24 حبة,40000155188,40000155188
شكولاته ام اند امز كيس,40000005179,40000005179
شكولاته ام اند امز كيس 24 حبة,5900951256066,5900951256066
شكولاته اماد مور 100 جم,8691707196305,8691707196305
شكولاته امادا لوف بايت بالبندق 125 جم,8691707162607,8691707162607
شكولاته اوريو ديري ميلك 5 * 38 جم,7622210758385,7622210758385
شكولاته اوريو ديري ميلك بالفانيلا 38 جم,7622210625038,7622210625038
شكولاته اوريو ديري ميلك بالفانيلا 12 * 38 جم,7622210625045,7622210625045
شكولاته اولكر 24 حبة,6281100350514,6281100350514
شكولاته اولكر 6 * 24 حبة,16281100351075,16281100351075
شكولاته اولكر قطع,6281100350026,6281100350026
شكولاته اولكر قطع 10 حبة,6281105471061,6281105471061
شكولاته اولكر هوبي,6281105472747,6281105472747
شكولاته اولكر هوبي 24 حبة,6281105472754,6281105472754
شكولاته ايرو 35 جم,8593893732926,8593893732926
شكولاته ايرو  24 * 35 جم,8593893732933,8593893732933
شكولاته ألمونداي,6291003078613,6291003078613
شكولاته ألمونداي 12 حبة,6291003078620,6291003078620
شكولاته باشون مايسترو 72 جم,6194005448685,6194005448685
شكولاته باشون مايسترو 10 * 72 جم,6194005448692,6194005448692
شكولاته بالحليب محشية بالتوفي 166 جم,7613036080118,7613036080118
شكولاته باونتي 17 * 57 جم + 7 قطع مجانا,6294001826392,6294001826392
شكولاته باونتي 57 جم,40111216,40111216
شكولاته باونتي 24 * 57 جم,4011100240216,4011100240216
شكولاته باونتي كيس 150 جم,4011100023925,4011100023925
شكولاته بريتشو بالفستق 38 جم,8690835105906,8690835105906
شكولاته بريتشو بالفستق 24 * 38 جم,8690835604140,8690835604140
شكولاته بوم باستك 40 جم,8691707096964,8691707096964
شكولاته بوم باستك 12 * 40 جم,8691707196961,8691707196961
شكولاته بوم باستك 47 غ,8699141059675,8699141059675
شكولاته بوم باستك 12 * 47 غ,8699141159672,8699141159672
شكولاته بومباستيك بلاك 60 جم,8691707096865,8691707096865
شكولاته بومباستيك بلاك 12 * 60 جم,8691707196862,8691707196862
شكولاته بيضاء ريسيس حبوب 283 غ,341440,341440
شكولاته بيك - ون,6281004084539,6281004084539
شكولاته بيك - ون 28 حبة,6281004157424,6281004157424
شكولاته بين اكسترا 40 جم,8692806055265,8692806055265
شكولاته بين اكسترا 24 * 40 جم,8692806155262,8692806155262
شكولاته بين قودي 40 جم,8692806055210,8692806055210
شكولاته بين قودي 24 * 40 جم,8692806155217,8692806155217
شكولاته تركو رقم 1 احمر --- 35 جم,8690120060170,8690120060170
شكولاته تركو رقم 1 احمر --- 24 * 35 جم,8690120160177,8690120160177
شكولاته تركو رقم 1 ازرق 38 جم,8690120060408,8690120060408
شكولاته تركو رقم 1 ازرق 24 * 38 جم,8690120160405,8690120160405
شكولاته تريب ليس 20 جم,8691707062167,8691707062167
شكولاته تريب ليس 24 * 20 جم,8691707162164,8691707162164
شكولاته تريكسي أصابع 22.6 جم,6281100720195,6281100720195
شكولاته تريكسي أصابع 24 * 22.6 جم,6281100720201,6281100720201
شكولاته توبليرون 200 غ,7622200009176,7622200009176
شكولاته توفي لك,6281004142734,6281004142734
شكولاته توفي لك 12 حبة,6281004169526,6281004169526
شكولاته تويكس 150 غ,5000159309332,5000159309332
شكولاته تويكس 25 غ,5000159459273,5000159459273
شكولاته تويكس 20 * 25 غ,6221134003888,6221134003888
شكولاته تويكس أصابع 50 غ,5000159459228,5000159459228
شكولاته تويكس أصابع 25 * 50 غ,5000159461085,5000159461085
شكولاته تويكس توب 21 غ,5900951251849,5900951251849
شكولاته تويكس توب 20 * 21 غ,5900951251832,5900951251832
شكولاته تيو كورنت,8692806009114,8692806009114
شكولاته جامبي 170 جم,3800065711289,3800065711289
شكولاته جلاكسي أبيض 38 غ,6294001824176,6294001824176
شكولاته جلاكسي أبيض 24 * 38 غ,6294001824169,6294001824169
شكولاته جلاكسي بالحليب 150 غ,6294001820314,6294001820314
شكولاته جلاكسي جواهر علب 200 جم,6294001814153,6294001814153
شكولاته جلاكسي جواهر علب 383 جم,6294001800767,6294001800767
شكولاته جلاكسي جواهر علب 383 جم,6294001814139,6294001814139
شكولاته جلاكسي جواهر علب 625 جم,6294001813668,6294001813668
شكولاته جلاكسي جواهر علب 900 جم,6294001814177,6294001814177
شكولاته جلاكسي ريبل 25 غ,6294001813910,6294001813910
شكولاته جلاكسي ريبل 24 * 25 غ,6294001813903,6294001813903
شكولاته جلاكسي سادة 24 * 40 جم + 4 مجانا,6294001821755,6294001821755
شكولاته جلاكسي سادة 40 غ,6221134001068,6221134001068
شكولاته جلاكسي سادة 24 * 40 غ,6221134001242,6221134001242
شكولاته جلاكسي سادة 22 جم,6294001820017,6294001820017
شكولاته جلاكسي سادة 26 * 22 جم,6294001823063,6294001823063
شكولاته جلاكسي غامق 40 غ,6294001815266,6294001815266
شكولاته جلاكسي غامق 24 * 40 غ,6294001815259,6294001815259
شكولاته جلاكسي فلوتات 45 غ,6221134002638,6221134002638
شكولاته جلاكسي فلوتات 12 * 45 غ,6221134002621,6221134002621
شكولاته جلاكسي فلوتات 36 * 22.5جم,6221134001464,6221134001464
شكولاته جلاكسي فلوتات 22غ,6221134000108,6221134000108
شكولاته جلاكسي فلوتات 36 * 22غ,6221134003994,6221134003994
شكولاته جلاكسي فلوتات أبيض 22 غ,6221134005974,6221134005974
شكولاته جلاكسي فلوتات أبيض 36 * 22 غ,6221134005967,6221134005967
شكولاته جلاكسي كراميل 168 غ,6294001822844,6294001822844
شكولاته جلاكسي كراميل 40 غ,6294001821670,6294001821670
شكولاته جلاكسي كراميل 24 * 40 غ,6294001821793,6294001821793
شكولاته جلاكسي كراميل 20 غ,6294001810490,6294001810490
شكولاته جلاكسي كراميل 45 * 20 غ,6294001810506,6294001810506
شكولاته جلاكسي كرسبي 36 غ,6294001800279,6294001800279
شكولاته جلاكسي كرسبي 24 * 36 غ,6294001800286,6294001800286
شكولاته جلاكسي كرسبي 16 غ,6294001800019,6294001800019
شكولاته جلاكسي كرسبي 45 * 16 غ,6294001811862,6294001811862
شكولاته جلاكسي كوكيز 38 غ,6294001824275,6294001824275
شكولاته جلاكسي كوكيز 24 * 38 غ,6294001824268,6294001824268
شكولاته جلاكسي مشكل 500 غ,5000159301022,5000159301022
شكولاته جلاكسي مكسرات 150 غ,6294001820338,6294001820338
شكولاته جلاكسي مكسرات 40 غ,6221134001129,6221134001129
شكولاته جلاكسي مكسرات 24 * 40 غ,6221134001280,6221134001280
شكولاته جلاكسي مكسرات 45 غ,6221134000986,6221134000986
شكولاته جلاكسي مكسرات 24 * 45 غ,6221134001228,6221134001228
شكولاته جو- تني 130 غ,3800065711784,3800065711784
شكولاته جوبلي 300 غ علبة,6287005041687,6287005041687
شكولاته خام غامق 500 جم,6281100520566,6281100520566
شكولاته خام فريلي ابيض 200 جم,6281100520511,6281100520511
شكولاته خام فريلي ابيض 500 جم,6281100520542,6281100520542
شكولاته خام فريلي فاتح 200 جم,6281100520528,6281100520528
شكولاته خام فريلي فاتح 500 جم,6281100520559,6281100520559
شكولاته دايمون 300 جم,8691707045207,8691707045207
شكولاته دايمون 440 جم,8691707145099,8691707145099
شكولاته دوائر بن تن 31 جم,6210149071012,6210149071012
شكولاته ديري ميلك 37 جم,7622210292742,7622210292742
شكولاته ديري ميلك 12 * 37 جم,7622210292797,7622210292797
شكولاته ديري ميلك 11 جم,7622210292896,7622210292896
شكولاته ديري ميلك 24 * 11 جم,7622210513960,7622210513960
شكولاته ديري ميلك 24 * 11 جم,7622210728647,7622210728647
شكولاته ديري ميلك ببلي 28 غ,7622210077660,7622210077660
شكولاته ديري ميلك ببلي 12 * 28 غ,7622210697486,7622210697486
شكولاته ديري ميلك ببلي 87 غ,7622210077691,7622210077691
شكولاته ديري ميلك صغير 26 جم,7622210292926,7622210292926
شكولاته ديري ميلك صغير 12 * 26 جم,7622210292957,7622210292957
شكولاته ديلي بيف 12 حبة,8690562003568,8690562003568
شكولاته روشير 200 جم,8000500037874,8000500037874
شكولاته روشير 300 جم,8000500009673,8000500009673
شكولاته روشير ايطالية 3 حبات,80050278,80050278
شكولاته روشير ايطالية 16 * 3 حبات,8000500047873,8000500047873
